deaths_to_reported_ratio_50,deaths_to_reported_ratio_025,deaths_to_reported_ratio_975,estimated_reporting_50,estimated_reporting_025,estimated_reporting_975
0.086,0.072,0.102,0.16,0.131,0.197
0.083,0.07,0.099,0.165,0.135,0.202
0.089,0.076,0.104,0.154,0.128,0.188
0.09,0.077,0.104,0.153,0.128,0.185
0.093,0.08,0.108,0.147,0.123,0.176
0.09,0.077,0.103,0.153,0.128,0.184
0.094,0.081,0.107,0.147,0.124,0.175
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.514,0.001,0.999,0.027,0.013,1
0.5,0.001,0.999,0.028,0.013,1
0.491,0.001,0.998,0.028,0.013,1
0.494,0.002,0.998,0.028,0.013,1
0.497,0.002,0.998,0.028,0.013,1
0.466,0.001,0.998,0.029,0.013,1
0.423,0.001,0.995,0.032,0.013,1
0.33,0.001,0.984,0.042,0.014,1
0.248,0.001,0.951,0.056,0.014,1
0.173,0,0.887,0.079,0.015,1
0.144,0,0.816,0.095,0.017,1
0.12,0,0.739,0.115,0.018,1
0.102,0,0.674,0.135,0.02,1
0.08,0,0.611,0.171,0.023,1
0.062,0,0.526,0.223,0.026,1
0.051,0,0.444,0.273,0.031,1
0.042,0,0.372,0.327,0.037,1
0.035,0,0.324,0.392,0.042,1
0.029,0,0.275,0.467,0.049,1
0.026,0,0.242,0.538,0.056,1
0.022,0,0.213,0.63,0.064,1
0.018,0,0.187,0.743,0.074,1
0.016,0,0.159,0.856,0.085,1
0.012,0,0.129,1,0.108,1
0.009,0,0.098,1,0.139,1
0.007,0,0.075,1,0.182,1
0.005,0,0.058,1,0.233,1
0.021,0.002,0.081,0.649,0.166,1
0.016,0.001,0.062,0.874,0.223,1
0.012,0.001,0.046,1,0.292,1
0.009,0.001,0.036,1,0.383,1
0.019,0.005,0.047,0.723,0.288,1
0.024,0.009,0.049,0.576,0.272,1
0.029,0.014,0.054,0.468,0.253,1
0.026,0.013,0.046,0.527,0.297,1
0.026,0.014,0.043,0.537,0.315,1
0.027,0.015,0.042,0.519,0.322,0.92
0.025,0.015,0.038,0.551,0.356,0.954
0.021,0.013,0.033,0.647,0.419,1
0.016,0.009,0.025,0.859,0.545,1
0.021,0.014,0.03,0.661,0.455,1
0.019,0.013,0.027,0.72,0.505,1
0.019,0.013,0.026,0.727,0.523,1
0.016,0.011,0.022,0.841,0.602,1
0.017,0.012,0.023,0.815,0.594,1
0.017,0.013,0.023,0.799,0.593,1
0.018,0.013,0.023,0.772,0.581,1
0.017,0.013,0.022,0.797,0.6,1
0.017,0.013,0.022,0.787,0.602,1
0.016,0.012,0.02,0.864,0.657,1
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.496,0.002,0.998,0.028,0.013,1
0.503,0.002,0.999,0.028,0.013,1
0.493,0.002,0.999,0.028,0.013,1
0.512,0.001,0.999,0.027,0.013,1
0.473,0.001,0.998,0.029,0.013,1
0.431,0.001,0.996,0.032,0.013,1
0.331,0.001,0.98,0.042,0.014,1
0.199,0.001,0.911,0.069,0.015,1
0.135,0,0.793,0.103,0.017,1
0.098,0,0.693,0.14,0.02,1
0.084,0,0.613,0.164,0.022,1
0.076,0,0.574,0.181,0.024,1
0.073,0,0.571,0.189,0.024,1
0.075,0,0.569,0.183,0.024,1
0.088,0,0.627,0.156,0.022,1
0.111,0,0.728,0.124,0.019,1
0.152,0,0.827,0.091,0.016,1
0.217,0.001,0.921,0.063,0.015,1
0.294,0.001,0.973,0.047,0.014,1
0.369,0.001,0.991,0.037,0.014,1
0.449,0.001,0.997,0.031,0.013,1
0.49,0.002,0.998,0.028,0.013,1
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
0.763,0.646,0.859,0.018,0.015,0.022
0.641,0.548,0.729,0.021,0.018,0.026
0.549,0.475,0.624,0.025,0.021,0.03
0.504,0.445,0.566,0.027,0.023,0.032
0.47,0.42,0.519,0.029,0.025,0.034
0.389,0.348,0.431,0.035,0.03,0.041
0.463,0.427,0.499,0.03,0.026,0.034
0.434,0.403,0.466,0.032,0.028,0.036
0.449,0.421,0.477,0.031,0.027,0.035
0.465,0.441,0.49,0.03,0.026,0.033
0.453,0.431,0.477,0.03,0.027,0.034
0.458,0.438,0.479,0.03,0.027,0.034
0.426,0.408,0.444,0.032,0.029,0.036
0.421,0.404,0.437,0.033,0.029,0.037
0.407,0.392,0.423,0.034,0.03,0.038
0.374,0.361,0.388,0.037,0.033,0.041
0.36,0.347,0.372,0.038,0.034,0.043
0.337,0.326,0.348,0.041,0.036,0.046
0.33,0.32,0.34,0.042,0.037,0.047
0.343,0.334,0.353,0.04,0.036,0.045
0.319,0.31,0.327,0.043,0.038,0.048
0.296,0.288,0.303,0.047,0.042,0.052
0.285,0.278,0.293,0.048,0.043,0.054
0.265,0.258,0.272,0.052,0.046,0.058
0.248,0.242,0.254,0.055,0.05,0.062
0.238,0.232,0.244,0.058,0.052,0.065
0.217,0.212,0.222,0.063,0.056,0.071
0.2,0.195,0.205,0.069,0.061,0.077
0.189,0.185,0.194,0.073,0.065,0.081
0.178,0.173,0.182,0.077,0.069,0.086
0.168,0.164,0.172,0.082,0.073,0.092
0.162,0.158,0.166,0.085,0.076,0.095
0.15,0.147,0.154,0.091,0.082,0.102
0.141,0.138,0.145,0.097,0.087,0.109
0.133,0.13,0.136,0.103,0.092,0.116
0.128,0.125,0.131,0.108,0.096,0.12
0.122,0.119,0.125,0.112,0.1,0.126
0.119,0.115,0.122,0.116,0.103,0.129
0.117,0.113,0.12,0.118,0.105,0.131
0.114,0.111,0.117,0.121,0.108,0.135
0.115,0.112,0.119,0.119,0.106,0.133
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.483,0.001,0.999,0.028,0.013,1
0.496,0.002,0.999,0.028,0.013,1
0.499,0.001,0.998,0.027,0.013,1
0.504,0.001,0.998,0.027,0.013,1
0.5,0.002,0.998,0.028,0.013,1
0.461,0.001,0.996,0.03,0.013,1
0.332,0.001,0.985,0.041,0.014,1
0.208,0.001,0.915,0.066,0.015,1
0.126,0,0.763,0.109,0.018,1
0.086,0,0.618,0.16,0.022,1
0.061,0,0.506,0.225,0.027,1
0.052,0,0.443,0.268,0.031,1
0.046,0,0.418,0.296,0.032,1
0.047,0,0.421,0.296,0.032,1
0.049,0,0.429,0.279,0.032,1
0.055,0,0.465,0.253,0.029,1
0.066,0,0.533,0.21,0.026,1
0.072,0,0.564,0.191,0.024,1
0.071,0,0.552,0.194,0.025,1
0.052,0,0.443,0.263,0.031,1
0.324,0.072,0.689,0.042,0.02,0.192
0.195,0.04,0.471,0.07,0.029,0.347
0.12,0.023,0.312,0.115,0.044,0.598
0.148,0.051,0.306,0.093,0.044,0.27
0.127,0.049,0.25,0.108,0.054,0.281
0.092,0.035,0.185,0.149,0.074,0.394
0.109,0.052,0.192,0.126,0.07,0.265
0.105,0.054,0.176,0.131,0.077,0.256
0.117,0.068,0.181,0.118,0.075,0.205
0.12,0.074,0.177,0.114,0.077,0.187
0.131,0.088,0.186,0.105,0.073,0.159
0.111,0.074,0.157,0.124,0.086,0.188
0.127,0.09,0.172,0.108,0.078,0.156
0.145,0.108,0.188,0.095,0.072,0.13
0.144,0.109,0.186,0.096,0.073,0.128
0.163,0.129,0.202,0.084,0.066,0.11
0.165,0.132,0.201,0.083,0.067,0.106
0.187,0.155,0.222,0.074,0.06,0.091
0.189,0.159,0.221,0.073,0.06,0.089
0.206,0.177,0.239,0.067,0.056,0.08
0.196,0.169,0.226,0.07,0.059,0.084
0.216,0.188,0.245,0.064,0.054,0.076
0.224,0.197,0.252,0.061,0.052,0.073
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.504,0.002,0.999,0.027,0.013,1
0.496,0.002,0.998,0.028,0.013,1
0.504,0.001,0.999,0.028,0.013,1
0.503,0.001,0.998,0.028,0.013,1
0.481,0.002,0.998,0.029,0.013,1
0.483,0.001,0.998,0.029,0.013,1
0.415,0.001,0.995,0.033,0.013,1
0.352,0.001,0.984,0.039,0.014,1
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
0.83,0.145,1,0.017,0.013,0.095
0.702,0.099,0.993,0.02,0.013,0.142
0.608,0.084,0.979,0.023,0.014,0.164
0.577,0.075,0.973,0.024,0.014,0.187
1,1,1,0.014,0.012,0.015
0.542,0.067,0.957,0.025,0.014,0.205
0.474,0.058,0.924,0.029,0.015,0.241
0.658,0.183,0.964,0.021,0.014,0.075
0.436,0.109,0.82,0.032,0.016,0.128
0.395,0.121,0.724,0.035,0.019,0.113
0.245,0.072,0.509,0.056,0.026,0.193
0.167,0.048,0.368,0.083,0.037,0.289
0.156,0.053,0.322,0.088,0.042,0.262
0.235,0.114,0.393,0.059,0.034,0.121
0.469,0.325,0.615,0.029,0.022,0.043
0.386,0.266,0.519,0.036,0.026,0.053
0.359,0.247,0.481,0.038,0.028,0.056
0.408,0.3,0.526,0.034,0.026,0.047
0.377,0.276,0.483,0.036,0.028,0.051
0.338,0.251,0.436,0.041,0.031,0.056
0.287,0.212,0.373,0.048,0.036,0.066
0.145,0.095,0.208,0.095,0.065,0.147
0.203,0.15,0.266,0.068,0.051,0.093
0.205,0.153,0.262,0.067,0.051,0.091
0.183,0.139,0.232,0.075,0.058,0.101
0.179,0.138,0.225,0.077,0.06,0.102
0.156,0.121,0.197,0.088,0.068,0.116
0.14,0.107,0.178,0.098,0.076,0.131
0.157,0.123,0.194,0.088,0.069,0.114
0.124,0.095,0.157,0.111,0.085,0.147
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.495,0.001,0.999,0.028,0.013,1
0.49,0.002,0.998,0.028,0.013,1
0.504,0.001,0.998,0.027,0.013,1
0.505,0.002,0.998,0.027,0.013,1
0.496,0.001,0.999,0.028,0.013,1
0.455,0.001,0.998,0.03,0.013,1
0.393,0.001,0.992,0.035,0.014,1
1,1,1,0.014,0.012,0.015
0.685,0.094,0.992,0.02,0.013,0.145
0.933,0.456,1,0.015,0.013,0.03
0.519,0.179,0.849,0.026,0.016,0.079
0.405,0.154,0.697,0.034,0.019,0.09
0.313,0.13,0.554,0.044,0.024,0.106
0.194,0.076,0.371,0.071,0.037,0.18
0.097,0.032,0.208,0.142,0.065,0.438
0.164,0.089,0.263,0.084,0.051,0.155
0.168,0.105,0.248,0.082,0.054,0.133
0.146,0.094,0.208,0.094,0.065,0.147
0.2,0.148,0.26,0.069,0.052,0.094
0.21,0.163,0.262,0.065,0.051,0.087
0.224,0.18,0.271,0.062,0.049,0.079
0.257,0.216,0.302,0.053,0.044,0.065
0.26,0.223,0.301,0.053,0.044,0.064
0.278,0.243,0.316,0.049,0.042,0.059
0.277,0.243,0.311,0.05,0.042,0.059
0.286,0.257,0.318,0.048,0.041,0.056
0.307,0.279,0.337,0.045,0.039,0.052
0.309,0.283,0.336,0.044,0.039,0.051
0.318,0.294,0.343,0.043,0.038,0.049
0.305,0.283,0.328,0.045,0.04,0.051
0.303,0.283,0.324,0.045,0.04,0.052
0.284,0.266,0.302,0.048,0.043,0.055
0.287,0.27,0.304,0.048,0.042,0.054
0.267,0.252,0.283,0.051,0.045,0.058
0.26,0.245,0.274,0.053,0.047,0.06
0.238,0.225,0.251,0.058,0.051,0.065
0.226,0.214,0.239,0.061,0.054,0.069
0.199,0.188,0.21,0.069,0.061,0.078
0.182,0.172,0.192,0.076,0.067,0.085
0.177,0.168,0.187,0.078,0.069,0.088
0.168,0.159,0.177,0.082,0.072,0.092
0.158,0.149,0.167,0.087,0.077,0.098
0.148,0.14,0.157,0.093,0.082,0.105
0.141,0.133,0.15,0.097,0.086,0.11
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.504,0.001,0.998,0.027,0.013,1
0.5,0.001,0.998,0.028,0.013,1
0.507,0.002,0.999,0.027,0.013,1
0.496,0.001,0.998,0.028,0.013,1
0.5,0.002,0.998,0.028,0.013,1
0.481,0.002,0.998,0.029,0.013,1
0.407,0.001,0.995,0.034,0.013,1
0.268,0.001,0.962,0.052,0.014,1
0.155,0,0.839,0.089,0.016,1
0.086,0,0.617,0.159,0.022,1
0.051,0,0.437,0.274,0.031,1
0.033,0,0.306,0.411,0.045,1
0.21,0.042,0.503,0.066,0.027,0.321
0.213,0.062,0.456,0.064,0.03,0.223
0.245,0.098,0.454,0.056,0.03,0.14
0.178,0.07,0.339,0.077,0.04,0.198
0.131,0.051,0.256,0.105,0.053,0.271
0.137,0.063,0.248,0.1,0.055,0.219
0.117,0.057,0.204,0.117,0.066,0.244
0.078,0.035,0.143,0.177,0.095,0.393
0.067,0.032,0.123,0.204,0.111,0.435
0.072,0.038,0.12,0.192,0.113,0.359
0.069,0.039,0.111,0.199,0.122,0.353
0.085,0.054,0.126,0.162,0.107,0.26
0.091,0.06,0.13,0.151,0.103,0.233
0.138,0.102,0.182,0.099,0.074,0.137
0.15,0.113,0.192,0.092,0.07,0.123
0.152,0.117,0.193,0.091,0.07,0.121
0.165,0.128,0.207,0.084,0.065,0.109
0.178,0.141,0.217,0.078,0.061,0.099
0.172,0.136,0.21,0.08,0.064,0.103
0.174,0.141,0.21,0.079,0.063,0.1
0.147,0.118,0.179,0.093,0.074,0.119
0.143,0.116,0.174,0.096,0.076,0.121
0.162,0.135,0.191,0.085,0.07,0.105
0.141,0.118,0.167,0.097,0.08,0.121
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
