deaths_to_reported_ratio_50,deaths_to_reported_ratio_025,deaths_to_reported_ratio_975,estimated_reporting_50,estimated_reporting_025,estimated_reporting_975
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.491,0.002,0.999,0.028,0.013,1
0.505,0.002,0.998,0.027,0.013,1
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
0.204,0,0.904,0.067,0.015,1
0.16,0,0.86,0.086,0.016,1
0.134,0,0.796,0.103,0.017,1
0.116,0,0.742,0.118,0.019,1
0.108,0,0.718,0.128,0.019,1
0.101,0,0.676,0.136,0.02,1
0.097,0,0.69,0.142,0.02,1
0.097,0,0.678,0.142,0.02,1
0.105,0,0.708,0.131,0.019,1
0.117,0,0.754,0.117,0.018,1
0.131,0,0.775,0.105,0.018,1
0.15,0,0.831,0.092,0.016,1
0.173,0,0.875,0.08,0.016,1
0.221,0.001,0.925,0.062,0.015,1
0.281,0.001,0.962,0.049,0.014,1
0.338,0.001,0.987,0.04,0.014,1
0.409,0.001,0.994,0.034,0.013,1
0.461,0.001,0.997,0.03,0.013,1
0.494,0.002,0.998,0.028,0.013,1
0.493,0.001,0.998,0.028,0.013,1
0.505,0.001,0.999,0.027,0.013,1
0.507,0.002,0.998,0.027,0.013,1
0.506,0.002,0.998,0.027,0.013,1
0.509,0.001,0.998,0.027,0.013,1
0.492,0.002,0.999,0.028,0.013,1
0.495,0.001,0.998,0.028,0.013,1
0.499,0.001,0.998,0.028,0.013,1
0.5,0.002,0.998,0.028,0.013,1
0.499,0.002,0.998,0.028,0.013,1
0.504,0.001,0.998,0.027,0.013,1
0.494,0.002,0.998,0.028,0.013,1
0.497,0.001,0.998,0.028,0.013,1
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
0.895,0.709,0.983,0.015,0.013,0.02
0.643,0.45,0.81,0.021,0.017,0.031
0.352,0.209,0.516,0.039,0.026,0.067
0.415,0.282,0.557,0.033,0.024,0.049
0.217,0.127,0.331,0.063,0.041,0.109
0.275,0.185,0.379,0.05,0.035,0.075
0.223,0.148,0.317,0.062,0.043,0.095
0.19,0.125,0.272,0.072,0.05,0.112
0.213,0.148,0.289,0.064,0.047,0.095
0.253,0.185,0.326,0.055,0.041,0.076
0.268,0.203,0.34,0.051,0.039,0.069
0.252,0.193,0.317,0.055,0.042,0.073
0.263,0.206,0.325,0.052,0.041,0.068
0.219,0.17,0.274,0.063,0.049,0.082
0.207,0.162,0.256,0.067,0.052,0.087
0.19,0.15,0.234,0.072,0.057,0.094
0.215,0.176,0.257,0.064,0.052,0.08
0.168,0.135,0.205,0.082,0.065,0.104
0.146,0.118,0.177,0.094,0.075,0.119
0.107,0.085,0.131,0.129,0.102,0.165
0.099,0.081,0.12,0.139,0.111,0.175
0.077,0.062,0.093,0.178,0.143,0.226
0.072,0.059,0.087,0.19,0.154,0.238
0.044,0.034,0.055,0.313,0.244,0.41
0.061,0.05,0.072,0.227,0.185,0.284
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.508,0.002,0.999,0.027,0.013,1
0.502,0.002,0.998,0.027,0.013,1
0.503,0.001,0.999,0.027,0.013,1
0.496,0.001,0.998,0.028,0.013,1
0.491,0.001,0.998,0.028,0.013,1
0.492,0.002,0.998,0.028,0.013,1
0.422,0.001,0.995,0.033,0.013,1
0.342,0.001,0.986,0.04,0.014,1
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
0.822,0.337,0.992,0.017,0.013,0.041
0.679,0.301,0.934,0.02,0.014,0.045
0.556,0.252,0.827,0.025,0.016,0.055
0.377,0.156,0.632,0.036,0.021,0.089
0.21,0.073,0.414,0.066,0.033,0.19
0.112,0.032,0.258,0.123,0.053,0.433
0.054,0.011,0.151,0.256,0.091,1
0.074,0.025,0.162,0.186,0.085,0.559
0.054,0.018,0.119,0.255,0.114,0.781
0.05,0.019,0.102,0.274,0.133,0.737
0.067,0.033,0.117,0.204,0.117,0.415
0.064,0.034,0.106,0.215,0.128,0.405
0.051,0.027,0.086,0.268,0.158,0.512
0.05,0.028,0.081,0.276,0.167,0.496
0.048,0.028,0.074,0.289,0.183,0.5
0.062,0.04,0.088,0.223,0.153,0.348
0.052,0.034,0.075,0.263,0.18,0.409
0.057,0.039,0.079,0.242,0.171,0.356
0.069,0.051,0.092,0.199,0.146,0.276
0.081,0.062,0.103,0.17,0.13,0.227
0.079,0.061,0.099,0.175,0.135,0.23
0.082,0.065,0.102,0.167,0.132,0.216
0.077,0.061,0.095,0.178,0.14,0.23
0.088,0.072,0.105,0.156,0.127,0.196
0.096,0.081,0.114,0.143,0.117,0.175
0.089,0.074,0.105,0.155,0.127,0.19
0.076,0.063,0.09,0.181,0.147,0.223
0.081,0.068,0.095,0.169,0.14,0.208
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.515,0.001,0.999,0.027,0.013,1
0.501,0.002,0.998,0.027,0.013,1
0.51,0.002,0.998,0.027,0.013,1
0.503,0.002,0.999,0.027,0.013,1
0.491,0.002,0.999,0.028,0.013,1
0.454,0.001,0.996,0.03,0.013,1
0.336,0.001,0.98,0.041,0.014,1
0.201,0,0.913,0.069,0.015,1
0.115,0,0.753,0.12,0.018,1
0.069,0,0.552,0.2,0.025,1
0.043,0,0.386,0.318,0.036,1
0.028,0,0.27,0.484,0.051,1
0.019,0,0.187,0.706,0.073,1
0.013,0,0.142,1,0.098,1
0.053,0.005,0.196,0.26,0.069,1
0.074,0.015,0.2,0.185,0.068,0.941
0.084,0.022,0.196,0.164,0.07,0.628
0.124,0.052,0.229,0.111,0.059,0.266
0.182,0.102,0.284,0.076,0.048,0.136
0.153,0.091,0.235,0.09,0.058,0.153
0.178,0.119,0.25,0.077,0.054,0.118
0.174,0.125,0.235,0.079,0.057,0.111
0.16,0.118,0.209,0.086,0.064,0.118
0.163,0.127,0.203,0.084,0.066,0.111
0.15,0.119,0.185,0.091,0.072,0.118
0.145,0.119,0.176,0.095,0.076,0.119
0.136,0.113,0.161,0.101,0.082,0.125
0.121,0.102,0.143,0.113,0.093,0.139
0.107,0.09,0.125,0.129,0.106,0.158
0.1,0.085,0.116,0.138,0.114,0.167
0.086,0.073,0.1,0.16,0.133,0.193
0.082,0.071,0.094,0.167,0.14,0.201
0.068,0.058,0.078,0.203,0.169,0.244
0.061,0.053,0.071,0.224,0.188,0.269
0.052,0.045,0.06,0.266,0.222,0.319
0.05,0.043,0.057,0.278,0.233,0.333
0.047,0.041,0.053,0.295,0.248,0.352
0.044,0.038,0.05,0.311,0.261,0.371
0.039,0.034,0.045,0.352,0.295,0.42
0.04,0.035,0.046,0.343,0.289,0.41
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.494,0.001,0.999,0.028,0.013,1
0.497,0.002,0.998,0.028,0.013,1
0.508,0.002,0.999,0.027,0.013,1
0.509,0.002,0.999,0.027,0.013,1
0.488,0.001,0.999,0.028,0.013,1
0.488,0.002,0.998,0.028,0.013,1
0.405,0.001,0.995,0.034,0.013,1
0.317,0.001,0.981,0.043,0.014,1
0.222,0.001,0.923,0.062,0.015,1
0.157,0,0.83,0.088,0.017,1
0.111,0,0.73,0.124,0.019,1
0.088,0,0.643,0.155,0.021,1
0.079,0,0.594,0.175,0.023,1
0.068,0,0.544,0.201,0.025,1
0.062,0,0.516,0.222,0.026,1
0.057,0,0.474,0.24,0.029,1
0.047,0,0.422,0.288,0.033,1
0.038,0,0.355,0.361,0.039,1
0.03,0,0.274,0.457,0.05,1
0.021,0,0.211,0.647,0.065,1
0.015,0,0.149,0.941,0.092,1
0.01,0,0.105,1,0.13,1
0.007,0,0.074,1,0.184,1
0.005,0,0.049,1,0.278,1
0.034,0.007,0.097,0.404,0.14,1
0.085,0.038,0.154,0.162,0.088,0.37
0.103,0.055,0.17,0.134,0.08,0.253
0.099,0.056,0.157,0.139,0.087,0.249
0.108,0.066,0.164,0.127,0.082,0.21
0.134,0.09,0.19,0.102,0.071,0.156
0.146,0.101,0.198,0.094,0.068,0.137
0.173,0.127,0.227,0.079,0.06,0.11
0.148,0.107,0.196,0.093,0.069,0.131
0.197,0.154,0.245,0.07,0.055,0.091
0.199,0.161,0.243,0.069,0.055,0.088
0.172,0.139,0.209,0.08,0.064,0.101
0.197,0.165,0.232,0.07,0.057,0.085
0.166,0.138,0.195,0.083,0.068,0.102
0.133,0.11,0.157,0.104,0.085,0.127
0.118,0.098,0.139,0.117,0.095,0.144
0.102,0.086,0.121,0.134,0.11,0.165
0.1,0.084,0.118,0.137,0.113,0.168
0.099,0.084,0.116,0.139,0.115,0.168
0.084,0.07,0.098,0.165,0.135,0.202
0.087,0.074,0.102,0.157,0.13,0.191
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.506,0.001,0.998,0.027,0.013,1
0.489,0.002,0.998,0.028,0.013,1
0.498,0.001,0.999,0.028,0.013,1
0.503,0.001,0.999,0.027,0.013,1
0.491,0.001,0.998,0.028,0.013,1
0.442,0.001,0.996,0.031,0.013,1
0.363,0.001,0.989,0.038,0.014,1
0.255,0.001,0.953,0.054,0.014,1
0.181,0,0.871,0.076,0.016,1
0.141,0,0.816,0.098,0.017,1
0.121,0,0.745,0.113,0.018,1
0.104,0,0.707,0.132,0.02,1
0.1,0,0.691,0.137,0.02,1
0.108,0,0.707,0.127,0.019,1
0.121,0,0.76,0.114,0.018,1
0.147,0,0.825,0.094,0.017,1
0.197,0.001,0.907,0.07,0.015,1
0.265,0.001,0.961,0.052,0.014,1
0.353,0.001,0.987,0.039,0.014,1
0.407,0.001,0.994,0.034,0.013,1
0.464,0.001,0.997,0.03,0.013,1
0.479,0.001,0.998,0.029,0.013,1
0.496,0.001,0.998,0.028,0.013,1
0.496,0.001,0.999,0.028,0.013,1
0.496,0.002,0.999,0.028,0.013,1
0.502,0.002,0.999,0.027,0.013,1
0.488,0.002,0.999,0.028,0.013,1
0.508,0.001,0.998,0.027,0.013,1
0.491,0.001,0.998,0.028,0.013,1
0.497,0.001,0.998,0.028,0.013,1
0.514,0.001,0.998,0.027,0.013,1
0.496,0.002,0.999,0.028,0.013,1
0.49,0.001,0.998,0.028,0.013,1
0.497,0.002,0.999,0.028,0.013,1
0.505,0.001,0.998,0.027,0.013,1
0.504,0.001,0.998,0.027,0.013,1
0.479,0.001,0.998,0.029,0.013,1
0.403,0.001,0.994,0.034,0.013,1
0.296,0.001,0.976,0.046,0.014,1
0.207,0,0.914,0.066,0.015,1
0.14,0,0.797,0.097,0.017,1
0.093,0,0.672,0.147,0.02,1
0.067,0,0.536,0.205,0.026,1
0.049,0,0.428,0.279,0.032,1
0.04,0,0.351,0.35,0.039,1
0.032,0,0.297,0.423,0.046,1
0.026,0,0.259,0.523,0.053,1
0.02,0,0.195,0.687,0.069,1
0.014,0,0.151,0.95,0.09,1
0.01,0,0.103,1,0.131,1
0.008,0,0.081,1,0.168,1
0.006,0,0.061,1,0.224,1
0.004,0,0.047,1,0.296,1
0.003,0,0.037,1,0.372,1
0.025,0.005,0.071,0.558,0.192,1
0.037,0.012,0.084,0.37,0.164,1
0.036,0.013,0.074,0.381,0.183,1
0.045,0.021,0.082,0.304,0.165,0.657
0.046,0.023,0.078,0.301,0.175,0.599
0.063,0.038,0.097,0.217,0.141,0.364
0.075,0.05,0.107,0.184,0.127,0.281
0.073,0.051,0.102,0.188,0.131,0.275
0.065,0.045,0.091,0.212,0.149,0.311
0.068,0.049,0.091,0.202,0.149,0.286
0.055,0.039,0.074,0.252,0.183,0.358
0.044,0.032,0.06,0.309,0.224,0.435
0.04,0.03,0.054,0.341,0.251,0.473
0.031,0.023,0.041,0.443,0.326,0.622
0.03,0.022,0.039,0.462,0.344,0.634
0.032,0.025,0.041,0.431,0.329,0.568
0.028,0.022,0.035,0.492,0.378,0.652
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.501,0.001,0.998,0.027,0.013,1
0.497,0.002,0.998,0.028,0.013,1
0.497,0.002,0.998,0.028,0.013,1
0.502,0.002,0.999,0.027,0.013,1
0.494,0.001,0.998,0.028,0.013,1
0.486,0.002,0.997,0.028,0.013,1
0.423,0.001,0.995,0.033,0.013,1
0.342,0.001,0.983,0.04,0.014,1
0.273,0.001,0.961,0.051,0.014,1
0.22,0.001,0.932,0.062,0.015,1
0.183,0,0.868,0.075,0.016,1
0.146,0,0.825,0.094,0.017,1
0.126,0,0.762,0.11,0.018,1
0.098,0,0.686,0.141,0.02,1
0.088,0,0.625,0.155,0.022,1
0.08,0,0.609,0.173,0.023,1
0.071,0,0.552,0.194,0.025,1
0.063,0,0.521,0.216,0.026,1
0.052,0,0.451,0.262,0.03,1
0.041,0,0.37,0.331,0.037,1
0.033,0,0.294,0.419,0.047,1
0.025,0,0.249,0.547,0.055,1
0.021,0,0.217,0.648,0.063,1
0.019,0,0.188,0.727,0.073,1
0.017,0,0.168,0.81,0.082,1
0.016,0,0.167,0.865,0.083,1
0.015,0,0.158,0.912,0.086,1
0.016,0,0.163,0.874,0.083,1
0.017,0,0.179,0.797,0.077,1
0.018,0,0.185,0.773,0.073,1
0.02,0,0.203,0.69,0.069,1
0.116,0.011,0.387,0.118,0.035,1
0.251,0.056,0.568,0.055,0.024,0.246
0.719,0.369,0.945,0.019,0.014,0.038
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
0.894,0.675,0.987,0.015,0.013,0.021
0.386,0.233,0.562,0.036,0.024,0.06
0.2,0.117,0.302,0.069,0.045,0.119
0.086,0.046,0.138,0.161,0.099,0.297
0.061,0.036,0.094,0.227,0.145,0.39
0.051,0.033,0.076,0.268,0.178,0.429
0.038,0.024,0.056,0.364,0.241,0.569
0.031,0.02,0.045,0.448,0.301,0.705
0.029,0.02,0.041,0.467,0.327,0.689
0.022,0.015,0.031,0.633,0.44,0.947
0.02,0.014,0.028,0.681,0.487,0.997
0.014,0.01,0.02,0.971,0.677,1
0.01,0.007,0.015,1,0.905,1
0.01,0.006,0.014,1,0.99,1
0.009,0.006,0.013,1,1,1
0.007,0.005,0.01,1,1,1
0.007,0.005,0.01,1,1,1
0.006,0.004,0.009,1,1,1
0.006,0.004,0.009,1,1,1
0.007,0.005,0.01,1,1,1
0.008,0.005,0.011,1,1,1
0.008,0.005,0.012,1,1,1
0.012,0.008,0.017,1,0.811,1
0.013,0.009,0.018,1,0.752,1
0.014,0.01,0.02,0.973,0.679,1
0.022,0.016,0.03,0.627,0.456,0.885
0.027,0.02,0.036,0.505,0.371,0.715
0.034,0.024,0.045,0.41,0.299,0.575
0.04,0.029,0.053,0.344,0.253,0.484
0.045,0.033,0.06,0.305,0.226,0.427
0.052,0.038,0.069,0.263,0.193,0.37
0.065,0.049,0.084,0.212,0.16,0.287
0.063,0.047,0.082,0.219,0.163,0.3
0.06,0.044,0.079,0.228,0.171,0.315
0.052,0.037,0.07,0.266,0.192,0.374
0.053,0.039,0.072,0.258,0.187,0.362
0.05,0.035,0.067,0.277,0.201,0.4
0.047,0.033,0.064,0.292,0.21,0.422
0.045,0.031,0.062,0.308,0.218,0.448
0.041,0.027,0.057,0.339,0.236,0.508
0.042,0.029,0.059,0.325,0.23,0.482
0.054,0.038,0.072,0.257,0.187,0.37
0.05,0.036,0.068,0.273,0.198,0.389
0.049,0.034,0.066,0.284,0.204,0.408
0.044,0.031,0.061,0.31,0.22,0.452
0.045,0.031,0.062,0.308,0.218,0.451
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
