deaths_to_reported_ratio_50,deaths_to_reported_ratio_025,deaths_to_reported_ratio_975,estimated_reporting_50,estimated_reporting_025,estimated_reporting_975
NA,NA,NA,NA,NA,NA
0.506,0.002,0.999,0.027,0.013,1
0.498,0.002,0.999,0.028,0.013,1
0.506,0.002,0.999,0.027,0.013,1
0.507,0.002,0.998,0.027,0.013,1
0.5,0.001,0.999,0.028,0.013,1
0.478,0.001,0.998,0.029,0.013,1
0.402,0.001,0.995,0.034,0.013,1
0.345,0.001,0.986,0.04,0.014,1
0.273,0.001,0.961,0.05,0.014,1
0.224,0,0.928,0.061,0.015,1
0.199,0,0.901,0.069,0.015,1
0.18,0,0.883,0.076,0.015,1
0.179,0,0.874,0.076,0.016,1
0.175,0,0.877,0.079,0.016,1
0.189,0,0.9,0.073,0.015,1
0.205,0,0.925,0.067,0.015,1
0.222,0.001,0.93,0.062,0.015,1
0.217,0.001,0.921,0.063,0.015,1
0.194,0,0.909,0.071,0.015,1
0.181,0,0.88,0.076,0.015,1
0.175,0,0.87,0.079,0.016,1
0.179,0,0.873,0.077,0.016,1
0.179,0,0.875,0.077,0.016,1
0.2,0,0.892,0.069,0.015,1
0.226,0.001,0.944,0.061,0.015,1
0.28,0.001,0.969,0.049,0.014,1
0.35,0.001,0.986,0.039,0.014,1
0.437,0.001,0.995,0.031,0.013,1
0.45,0.001,0.997,0.031,0.013,1
0.444,0.001,0.996,0.031,0.013,1
0.341,0.001,0.985,0.04,0.014,1
0.192,0.001,0.895,0.071,0.015,1
0.458,0.051,0.91,0.03,0.015,0.271
0.575,0.202,0.9,0.024,0.015,0.069
0.485,0.214,0.761,0.028,0.018,0.064
0.273,0.113,0.494,0.051,0.027,0.123
0.167,0.065,0.325,0.082,0.042,0.212
0.599,0.458,0.73,0.023,0.018,0.031
0.523,0.402,0.635,0.026,0.021,0.035
0.498,0.397,0.6,0.028,0.022,0.035
0.655,0.57,0.734,0.021,0.018,0.025
0.712,0.641,0.777,0.019,0.017,0.022
0.615,0.548,0.68,0.022,0.019,0.026
0.997,0.986,1,0.014,0.012,0.015
0.709,0.664,0.752,0.019,0.017,0.022
0.79,0.756,0.822,0.017,0.015,0.02
0.65,0.618,0.682,0.021,0.019,0.024
0.559,0.531,0.587,0.025,0.022,0.028
0.509,0.486,0.533,0.027,0.024,0.03
0.493,0.473,0.513,0.028,0.025,0.031
0.435,0.418,0.451,0.032,0.028,0.036
0.428,0.414,0.443,0.032,0.029,0.036
0.394,0.381,0.407,0.035,0.031,0.039
0.407,0.396,0.419,0.034,0.03,0.038
0.391,0.381,0.402,0.035,0.031,0.039
0.378,0.369,0.388,0.036,0.032,0.041
0.36,0.352,0.369,0.038,0.034,0.043
0.338,0.33,0.346,0.041,0.036,0.045
0.312,0.305,0.319,0.044,0.039,0.049
0.287,0.281,0.293,0.048,0.043,0.053
0.253,0.248,0.259,0.054,0.048,0.06
0.23,0.225,0.235,0.06,0.053,0.067
0.204,0.199,0.209,0.067,0.06,0.075
0.177,0.173,0.181,0.078,0.069,0.087
0.153,0.15,0.157,0.09,0.08,0.1
0.135,0.131,0.138,0.102,0.091,0.114
0.122,0.119,0.125,0.113,0.101,0.126
0.113,0.11,0.116,0.122,0.109,0.136
0.103,0.1,0.105,0.134,0.12,0.149
0.094,0.091,0.096,0.147,0.131,0.164
0.087,0.084,0.089,0.158,0.141,0.177
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.509,0.001,0.999,0.027,0.013,1
0.499,0.002,0.998,0.027,0.013,1
0.506,0.002,0.999,0.027,0.013,1
0.499,0.002,0.998,0.028,0.013,1
0.483,0.001,0.998,0.028,0.013,1
0.482,0.001,0.998,0.029,0.013,1
0.415,0.001,0.995,0.033,0.013,1
0.335,0.001,0.985,0.041,0.014,1
0.273,0.001,0.962,0.05,0.014,1
0.224,0,0.933,0.061,0.015,1
0.191,0,0.895,0.072,0.015,1
0.174,0,0.884,0.079,0.015,1
0.176,0,0.874,0.078,0.016,1
0.178,0,0.883,0.077,0.015,1
0.2,0,0.909,0.069,0.015,1
0.241,0.001,0.94,0.057,0.015,1
0.283,0.001,0.971,0.048,0.014,1
0.356,0.001,0.988,0.038,0.014,1
0.4,0.001,0.994,0.034,0.014,1
0.458,0.001,0.997,0.03,0.013,1
0.475,0.002,0.998,0.029,0.013,1
0.497,0.001,0.998,0.028,0.013,1
0.485,0.001,0.998,0.029,0.013,1
0.507,0.002,0.999,0.027,0.013,1
0.49,0.001,0.999,0.028,0.013,1
0.486,0.001,0.998,0.028,0.013,1
0.504,0.002,0.998,0.027,0.013,1
0.509,0.001,0.998,0.027,0.013,1
0.493,0.001,0.999,0.028,0.013,1
0.502,0.002,0.999,0.028,0.013,1
0.494,0.002,0.998,0.028,0.013,1
0.453,0.001,0.998,0.031,0.013,1
0.334,0.001,0.984,0.041,0.014,1
0.183,0,0.883,0.075,0.016,1
0.089,0,0.655,0.155,0.021,1
0.05,0,0.429,0.277,0.032,1
0.033,0,0.312,0.415,0.044,1
0.025,0,0.244,0.548,0.057,1
0.018,0,0.189,0.768,0.073,1
0.073,0.007,0.268,0.189,0.051,1
0.05,0.005,0.186,0.273,0.073,1
0.033,0.003,0.125,0.419,0.109,1
0.021,0.002,0.082,0.647,0.166,1
0.037,0.01,0.092,0.367,0.149,1
0.061,0.026,0.112,0.226,0.122,0.529
0.052,0.024,0.094,0.267,0.144,0.569
0.043,0.021,0.078,0.317,0.175,0.651
0.033,0.016,0.058,0.413,0.232,0.864
0.042,0.025,0.066,0.324,0.205,0.558
0.043,0.026,0.064,0.319,0.21,0.527
0.033,0.02,0.051,0.411,0.265,0.681
0.029,0.018,0.043,0.479,0.314,0.795
0.04,0.027,0.056,0.348,0.242,0.516
0.042,0.029,0.058,0.329,0.235,0.478
0.07,0.054,0.089,0.197,0.151,0.263
0.093,0.074,0.113,0.148,0.118,0.191
0.099,0.08,0.12,0.139,0.111,0.176
0.107,0.086,0.128,0.129,0.104,0.163
0.143,0.12,0.167,0.096,0.079,0.118
0.164,0.141,0.19,0.084,0.07,0.101
0.212,0.187,0.239,0.065,0.055,0.077
0.214,0.189,0.24,0.064,0.055,0.076
0.216,0.193,0.242,0.064,0.054,0.074
0.22,0.197,0.243,0.063,0.054,0.073
0.213,0.192,0.235,0.065,0.056,0.075
0.219,0.199,0.24,0.063,0.054,0.072
0.246,0.226,0.267,0.056,0.049,0.064
0.243,0.224,0.263,0.057,0.049,0.065
0.252,0.233,0.27,0.055,0.048,0.062
0.24,0.222,0.258,0.057,0.05,0.065
0.21,0.194,0.226,0.065,0.057,0.075
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.503,0.002,0.999,0.027,0.013,1
0.5,0.002,0.998,0.028,0.013,1
0.509,0.002,0.998,0.027,0.013,1
0.509,0.002,0.999,0.027,0.013,1
0.495,0.001,0.998,0.028,0.013,1
0.464,0.002,0.998,0.03,0.013,1
0.399,0.001,0.994,0.034,0.013,1
0.271,0.001,0.955,0.051,0.014,1
0.722,0.114,0.995,0.019,0.013,0.12
0.363,0.042,0.831,0.038,0.016,0.327
0.205,0.02,0.594,0.067,0.023,0.668
0.229,0.049,0.544,0.06,0.025,0.284
0.154,0.032,0.391,0.09,0.035,0.432
0.163,0.045,0.367,0.085,0.037,0.31
0.156,0.054,0.319,0.088,0.042,0.257
0.082,0.023,0.197,0.167,0.069,0.611
0.105,0.045,0.2,0.131,0.068,0.309
0.112,0.058,0.186,0.123,0.073,0.24
0.083,0.045,0.138,0.166,0.099,0.31
0.065,0.036,0.106,0.213,0.128,0.394
0.065,0.039,0.1,0.21,0.136,0.352
0.054,0.033,0.083,0.256,0.164,0.422
0.072,0.05,0.099,0.191,0.136,0.281
0.07,0.051,0.094,0.196,0.143,0.275
0.069,0.052,0.09,0.199,0.149,0.272
0.057,0.042,0.074,0.243,0.184,0.334
0.049,0.038,0.063,0.279,0.212,0.373
0.051,0.04,0.063,0.272,0.212,0.355
0.051,0.041,0.062,0.269,0.214,0.342
0.067,0.056,0.079,0.206,0.169,0.252
0.068,0.058,0.078,0.204,0.169,0.246
0.066,0.057,0.075,0.209,0.176,0.251
0.061,0.053,0.069,0.227,0.19,0.271
0.06,0.053,0.068,0.23,0.194,0.271
0.065,0.058,0.073,0.211,0.181,0.247
0.055,0.049,0.062,0.25,0.213,0.294
0.049,0.044,0.055,0.281,0.24,0.328
0.048,0.043,0.053,0.288,0.247,0.337
0.048,0.043,0.053,0.289,0.248,0.338
0.045,0.04,0.05,0.306,0.262,0.357
0.042,0.037,0.047,0.33,0.282,0.387
0.038,0.034,0.042,0.364,0.311,0.427
0.045,0.041,0.05,0.303,0.261,0.353
0.045,0.04,0.05,0.308,0.265,0.361
0.044,0.039,0.049,0.313,0.268,0.364
0.04,0.036,0.045,0.344,0.295,0.402
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.497,0.001,0.998,0.028,0.013,1
0.506,0.001,0.998,0.027,0.013,1
0.497,0.002,0.999,0.028,0.013,1
0.498,0.001,0.998,0.028,0.013,1
0.506,0.002,0.999,0.027,0.013,1
0.467,0.001,0.998,0.029,0.013,1
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
1,1,1,0.014,0.012,0.015
0.695,0.602,0.778,0.02,0.017,0.024
0.44,0.371,0.511,0.031,0.026,0.038
0.271,0.226,0.322,0.051,0.041,0.063
0.202,0.169,0.238,0.068,0.056,0.084
0.182,0.155,0.211,0.076,0.063,0.092
0.175,0.151,0.2,0.079,0.066,0.094
0.172,0.151,0.193,0.08,0.068,0.094
0.169,0.152,0.188,0.081,0.07,0.095
0.15,0.136,0.166,0.091,0.079,0.105
0.131,0.12,0.144,0.105,0.091,0.121
0.11,0.101,0.121,0.124,0.108,0.143
0.092,0.084,0.1,0.149,0.13,0.172
0.077,0.071,0.084,0.178,0.155,0.204
0.066,0.06,0.071,0.209,0.183,0.239
0.057,0.052,0.062,0.242,0.211,0.278
0.052,0.048,0.056,0.266,0.233,0.306
0.047,0.044,0.051,0.292,0.254,0.334
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.505,0.001,0.999,0.027,0.013,1
0.499,0.002,0.998,0.028,0.013,1
0.498,0.002,0.998,0.028,0.013,1
0.507,0.002,0.998,0.027,0.013,1
0.477,0.001,0.998,0.029,0.013,1
0.464,0.001,0.998,0.03,0.013,1
0.36,0.001,0.989,0.038,0.014,1
0.266,0.001,0.951,0.052,0.014,1
0.178,0,0.882,0.077,0.015,1
0.134,0,0.791,0.103,0.017,1
0.121,0,0.742,0.113,0.018,1
0.11,0,0.69,0.125,0.02,1
0.103,0,0.699,0.133,0.02,1
0.097,0,0.684,0.142,0.02,1
0.107,0,0.701,0.129,0.019,1
0.11,0,0.722,0.125,0.019,1
0.107,0,0.711,0.129,0.019,1
0.097,0,0.656,0.143,0.021,1
0.072,0,0.566,0.191,0.024,1
0.056,0,0.475,0.244,0.029,1
0.047,0,0.401,0.29,0.034,1
0.041,0,0.368,0.34,0.037,1
0.039,0,0.355,0.352,0.039,1
0.037,0,0.346,0.368,0.039,1
0.04,0,0.373,0.344,0.037,1
0.048,0,0.431,0.283,0.032,1
0.056,0,0.501,0.243,0.027,1
0.082,0,0.614,0.167,0.022,1
0.119,0,0.761,0.115,0.018,1
0.173,0,0.867,0.079,0.016,1
0.185,0,0.888,0.075,0.015,1
0.145,0,0.823,0.094,0.017,1
0.101,0,0.705,0.137,0.019,1
0.077,0,0.587,0.179,0.023,1
0.31,0.034,0.779,0.044,0.018,0.404
0.238,0.023,0.65,0.058,0.021,0.579
0.328,0.075,0.685,0.042,0.02,0.184
0.344,0.109,0.656,0.04,0.021,0.126
0.396,0.17,0.659,0.035,0.02,0.081
0.332,0.152,0.56,0.041,0.024,0.092
0.228,0.103,0.401,0.06,0.034,0.135
0.231,0.119,0.374,0.06,0.036,0.117
0.156,0.079,0.264,0.088,0.051,0.176
0.228,0.148,0.325,0.06,0.042,0.094
0.278,0.202,0.366,0.05,0.037,0.069
0.33,0.257,0.41,0.042,0.033,0.055
0.28,0.221,0.347,0.049,0.039,0.064
0.408,0.347,0.472,0.034,0.028,0.041
0.465,0.409,0.523,0.03,0.025,0.035
0.476,0.424,0.528,0.029,0.025,0.034
0.483,0.436,0.53,0.028,0.025,0.033
0.439,0.396,0.48,0.031,0.027,0.036
0.389,0.354,0.426,0.035,0.031,0.041
0.396,0.365,0.429,0.035,0.03,0.04
0.313,0.287,0.34,0.044,0.038,0.051
0.298,0.275,0.322,0.046,0.04,0.053
0.318,0.298,0.34,0.043,0.038,0.049
0.346,0.327,0.366,0.04,0.035,0.045
0.342,0.324,0.359,0.04,0.036,0.045
0.324,0.308,0.34,0.042,0.038,0.048
0.349,0.334,0.363,0.039,0.035,0.044
0.449,0.435,0.463,0.031,0.027,0.034
0.432,0.419,0.445,0.032,0.028,0.036
0.444,0.432,0.456,0.031,0.028,0.035
0.433,0.422,0.444,0.032,0.028,0.035
0.412,0.402,0.422,0.033,0.03,0.037
0.376,0.367,0.386,0.037,0.033,0.041
0.359,0.35,0.367,0.038,0.034,0.043
0.328,0.32,0.336,0.042,0.037,0.047
0.321,0.313,0.328,0.043,0.038,0.048
0.302,0.296,0.309,0.045,0.041,0.051
0.283,0.276,0.289,0.049,0.043,0.054
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.499,0.002,0.998,0.028,0.013,1
0.501,0.002,0.999,0.027,0.013,1
0.496,0.001,0.998,0.028,0.013,1
0.507,0.002,0.998,0.027,0.013,1
0.504,0.001,0.998,0.027,0.013,1
0.475,0.002,0.998,0.029,0.013,1
0.412,0.001,0.995,0.033,0.013,1
0.351,0.001,0.984,0.039,0.014,1
0.269,0.001,0.957,0.051,0.014,1
0.217,0.001,0.924,0.064,0.015,1
0.178,0.001,0.881,0.077,0.016,1
0.14,0,0.807,0.098,0.017,1
0.11,0,0.718,0.125,0.019,1
0.088,0,0.636,0.156,0.022,1
0.072,0,0.562,0.192,0.024,1
0.06,0,0.489,0.229,0.028,1
0.057,0,0.47,0.243,0.029,1
0.051,0,0.443,0.272,0.031,1
0.047,0,0.41,0.291,0.033,1
0.043,0,0.386,0.318,0.035,1
0.042,0,0.364,0.332,0.038,1
0.039,0,0.35,0.358,0.039,1
0.037,0,0.34,0.376,0.04,1
0.036,0,0.32,0.377,0.043,1
0.036,0,0.335,0.384,0.041,1
0.037,0,0.343,0.374,0.04,1
0.041,0,0.365,0.333,0.037,1
0.047,0,0.415,0.295,0.033,1
0.057,0,0.48,0.241,0.028,1
0.069,0,0.547,0.197,0.025,1
0.077,0,0.591,0.178,0.023,1
0.081,0,0.605,0.171,0.023,1
0.08,0,0.606,0.174,0.023,1
0.077,0,0.568,0.179,0.024,1
0.072,0,0.581,0.191,0.024,1
0.078,0,0.59,0.177,0.023,1
0.079,0,0.609,0.173,0.023,1
0.074,0,0.593,0.184,0.023,1
0.056,0,0.467,0.246,0.029,1
0.181,0.018,0.546,0.076,0.025,0.746
0.215,0.042,0.509,0.064,0.027,0.326
0.407,0.19,0.655,0.034,0.021,0.072
0.445,0.248,0.656,0.031,0.021,0.055
0.421,0.249,0.61,0.033,0.022,0.055
0.385,0.23,0.558,0.036,0.024,0.061
0.399,0.252,0.56,0.035,0.024,0.055
0.43,0.281,0.587,0.032,0.023,0.049
0.489,0.338,0.641,0.028,0.021,0.041
0.486,0.336,0.633,0.028,0.021,0.042
0.412,0.28,0.555,0.033,0.024,0.05
0.342,0.228,0.469,0.04,0.029,0.061
0.38,0.276,0.492,0.036,0.027,0.051
0.317,0.233,0.411,0.043,0.033,0.06
0.265,0.198,0.337,0.052,0.04,0.07
0.222,0.169,0.28,0.062,0.048,0.083
0.195,0.153,0.242,0.071,0.055,0.092
0.192,0.156,0.233,0.072,0.058,0.09
0.213,0.181,0.249,0.065,0.053,0.079
0.147,0.123,0.174,0.094,0.076,0.115
0.217,0.192,0.244,0.063,0.054,0.075
0.222,0.199,0.244,0.062,0.054,0.072
0.242,0.222,0.263,0.057,0.049,0.065
0.235,0.217,0.253,0.059,0.051,0.067
0.246,0.23,0.262,0.056,0.049,0.063
0.238,0.224,0.251,0.058,0.051,0.066
0.218,0.207,0.229,0.063,0.056,0.071
0.194,0.185,0.203,0.071,0.063,0.08
0.175,0.168,0.182,0.078,0.07,0.088
0.138,0.133,0.144,0.099,0.088,0.111
0.129,0.124,0.134,0.107,0.095,0.119
0.124,0.12,0.128,0.111,0.099,0.124
0.121,0.117,0.124,0.114,0.102,0.127
0.112,0.109,0.115,0.122,0.109,0.136
0.105,0.103,0.108,0.131,0.116,0.146
0.101,0.099,0.104,0.136,0.121,0.151
0.097,0.095,0.1,0.141,0.126,0.158
0.092,0.09,0.094,0.149,0.133,0.167
0.091,0.089,0.093,0.151,0.135,0.168
0.089,0.087,0.091,0.154,0.138,0.172
0.088,0.086,0.089,0.157,0.14,0.175
0.087,0.085,0.088,0.159,0.142,0.177
0.082,0.081,0.084,0.167,0.149,0.186
